estacion;fecha;temperatura;humedad;rocio;precipitacion
94059;2016-11-08 11:00:00;23.6;67.2;17.2;0.0
94059;2016-11-08 11:10:00;23.8;67.0;17.3;0.0
94059;2016-11-08 11:20:00;24.3;66.0;17.5;0.0
94059;2016-11-08 11:30:00;24.5;65.8;17.7;0.0
94059;2016-11-08 11:40:00;24.0;64.8;17;0.0
94059;2016-11-08 11:50:00;24.7;65.1;17.7;0.0
94059;2016-11-08 12:00:00;24.8;66.1;18;0.0
94059;2016-11-08 12:10:00;24.9;65.9;18.1;0.0
94059;2016-11-08 12:20:00;25.0;63.0;17.5;0.0
94059;2016-11-08 12:30:00;24.9;62.1;17.1;0.0
94059;2016-11-08 12:40:00;25.7;62.3;17.9;0.0
94059;2016-11-08 12:50:00;26.1;62.5;18.4;0.0
94059;2016-11-08 13:00:00;25.8;61.7;17.9;0.0
94059;2016-11-08 13:10:00;26.3;61.2;18.2;0.0
94059;2016-11-08 13:20:00;26.7;59.4;18.1;0.0
94059;2016-11-08 13:30:00;27.0;57.6;17.9;0.0
94059;2016-11-08 13:40:00;26.7;57.8;17.7;0.0
94059;2016-11-08 13:50:00;27.2;56.9;17.9;0.0
94059;2016-11-08 14:00:00;27.1;58.0;18.1;0.0
94059;2016-11-08 14:10:00;27.7;55.9;18.1;0.0
94059;2016-11-08 14:20:00;27.3;57.1;18.1;0.0
94059;2016-11-08 14:30:00;27.9;56.6;18.5;0.0
94059;2016-11-08 14:40:00;26.7;56.8;17.4;0.0
94059;2016-11-08 14:50:00;27.4;54.8;17.5;0.0
94059;2016-11-08 15:00:00;28.0;54.3;17.9;0.0
94059;2016-11-08 15:10:00;27.1;55.6;17.5;0.0
94059;2016-11-08 15:20:00;27.6;54.2;17.5;0.0
94059;2016-11-08 15:30:00;28.6;52.1;17.8;0.0
94059;2016-11-08 15:40:00;27.6;53.3;17.2;0.0
94059;2016-11-08 15:50:00;28.1;52.5;17.5;0.0
94059;2016-11-08 16:00:00;27.7;53.8;17.5;0.0
94059;2016-11-08 16:10:00;28.2;52.2;17.5;0.0
94059;2016-11-08 16:20:00;28.1;50.7;16.9;0.0
94059;2016-11-08 16:30:00;27.7;50.6;16.5;0.0
94059;2016-11-08 16:40:00;28.0;51.8;17.2;0.0
94059;2016-11-08 16:50:00;27.9;52.5;17.3;0.0
94059;2016-11-08 17:00:00;27.8;52.1;17.1;0.0
94059;2016-11-08 17:10:00;28.0;51.3;17;0.0
94059;2016-11-08 17:20:00;28.3;51.3;17.3;0.0
94059;2016-11-08 17:30:00;28.1;51.7;17.2;0.0
94059;2016-11-08 17:40:00;27.8;52.8;17.3;0.0
94059;2016-11-08 17:50:00;27.3;53.3;17;0.0
94059;2016-11-08 18:00:00;27.2;53.4;16.9;0.0
94059;2016-11-08 18:10:00;27.3;53.7;17.1;0.0
94059;2016-11-08 18:20:00;26.7;55.9;17.2;0.0
94059;2016-11-08 18:30:00;26.3;57.7;17.3;0.0
94059;2016-11-08 18:40:00;26.0;58.6;17.3;0.0
94059;2016-11-08 18:50:00;26.0;58.9;17.3;0.0
94059;2016-11-08 19:00:00;25.5;60.3;17.2;0.0
94059;2016-11-08 19:10:00;25.2;61.5;17.3;0.0
94059;2016-11-08 19:20:00;24.9;62.9;17.3;0.0
94059;2016-11-08 19:30:00;24.4;64.5;17.3;0.0
94059;2016-11-08 19:40:00;24.0;66.1;17.3;0.0
94059;2016-11-08 19:50:00;23.5;67.2;17.1;0.0
94059;2016-11-08 20:00:00;23.3;68.2;17.1;0.0
94059;2016-11-08 20:10:00;22.9;69.1;16.9;0.0
94059;2016-11-08 20:20:00;22.6;70.1;16.9;0.0
94059;2016-11-08 20:30:00;22.4;71.1;16.9;0.0
94059;2016-11-08 20:40:00;22.0;71.9;16.7;0.0
94059;2016-11-08 20:50:00;21.9;73.2;16.9;0.0
94059;2016-11-08 21:00:00;21.7;73.7;16.8;0.0
94059;2016-11-08 21:10:00;21.4;75.8;17;0.0
94059;2016-11-08 21:20:00;20.7;76.5;16.4;0.0
94059;2016-11-08 21:30:00;20.4;78.0;16.4;0.0
94059;2016-11-08 21:40:00;20.3;78.4;16.4;0.0
94059;2016-11-08 21:50:00;20.3;79.0;16.5;0.0
94059;2016-11-08 22:00:00;20.2;78.9;16.4;0.0
94059;2016-11-08 22:10:00;19.9;79.7;16.3;0.0
94059;2016-11-08 22:20:00;20.0;80.1;16.5;0.0
94059;2016-11-08 22:30:00;19.5;80.9;16.1;0.0
94059;2016-11-08 22:40:00;19.5;81.8;16.3;0.0
94059;2016-11-08 22:50:00;19.7;81.3;16.4;0.0
94059;2016-11-08 23:00:00;20.1;80.2;16.6;0.0
94059;2016-11-08 23:10:00;19.8;80.5;16.3;0.0
94059;2016-11-08 23:20:00;19.2;82.3;16.1;0.0
94059;2016-11-08 23:30:00;18.6;84.0;15.8;0.0
94059;2016-11-08 23:40:00;18.5;85.4;16;0.0
94059;2016-11-08 23:50:00;18.5;86.0;16.1;0.0
94059;2016-11-09 0:00:00;18.4;86.4;16.1;0.0
94059;2016-11-09 0:10:00;18.1;86.9;15.9;0.0
94059;2016-11-09 0:20:00;18.0;87.6;15.9;0.0
94059;2016-11-09 0:30:00;18.0;87.9;16;0.0
94059;2016-11-09 0:40:00;17.9;87.9;15.9;0.0
94059;2016-11-09 0:50:00;18.0;87.5;15.9;0.0
94059;2016-11-09 1:00:00;18.1;87.0;15.9;0.0
94059;2016-11-09 1:10:00;18.1;86.3;15.8;0.0
94059;2016-11-09 1:20:00;18.0;85.5;15.5;0.0
94059;2016-11-09 1:30:00;18.1;84.7;15.5;0.0
94059;2016-11-09 1:40:00;18.1;84.0;15.4;0.0
94059;2016-11-09 1:50:00;17.9;83.8;15.1;0.0
94059;2016-11-09 2:00:00;17.5;84.4;14.8;0.0
94059;2016-11-09 2:10:00;17.4;84.9;14.8;0.0
94059;2016-11-09 2:20:00;17.1;84.8;14.5;0.0
94059;2016-11-09 2:30:00;17.0;85.1;14.5;0.0
94059;2016-11-09 2:40:00;16.8;85.1;14.3;0.0
94059;2016-11-09 2:50:00;16.8;85.3;14.3;0.0
94059;2016-11-09 3:00:00;16.6;85.2;14.1;0.0
94059;2016-11-09 3:10:00;16.5;84.7;13.9;0.0
94059;2016-11-09 3:20:00;16.3;85.0;13.8;0.0
94059;2016-11-09 3:30:00;16.3;84.9;13.8;0.0
94059;2016-11-09 3:40:00;16.0;84.8;13.4;0.0
94059;2016-11-09 3:50:00;15.9;85.2;13.4;0.0
94059;2016-11-09 4:00:00;16.1;84.9;13.6;0.0
94059;2016-11-09 4:10:00;16.4;84.2;13.7;0.0
94059;2016-11-09 4:20:00;16.3;84.2;13.6;0.0
94059;2016-11-09 4:30:00;16.4;84.0;13.7;0.0
94059;2016-11-09 4:40:00;15.8;84.6;13.2;0.0
94059;2016-11-09 4:50:00;16.1;85.3;13.6;0.0
94059;2016-11-09 5:00:00;16.0;84.8;13.4;0.0
94059;2016-11-09 5:10:00;15.8;85.8;13.4;0.0
94059;2016-11-09 5:20:00;14.9;86.8;12.7;0.0
94059;2016-11-09 5:30:00;15.8;86.8;13.6;0.0
94059;2016-11-09 5:40:00;16.0;85.9;13.6;0.0
94059;2016-11-09 5:50:00;15.6;86.3;13.3;0.0
94059;2016-11-09 6:00:00;16.1;86.5;13.8;0.0
94059;2016-11-09 6:10:00;16.5;85.1;14;0.0
94059;2016-11-09 6:20:00;16.4;84.5;13.8;0.0
94059;2016-11-09 6:30:00;16.6;84.3;13.9;0.0
94059;2016-11-09 6:40:00;17.1;84.9;14.5;0.0
94059;2016-11-09 6:50:00;17.9;83.7;15.1;0.0
94059;2016-11-09 7:00:00;18.1;84.0;15.4;0.0
94059;2016-11-09 7:10:00;18.6;82.9;15.6;0.0
94059;2016-11-09 7:20:00;19.4;82.8;16.4;0.0
94059;2016-11-09 7:30:00;20.1;82.3;17;0.0
94059;2016-11-09 7:40:00;20.9;81.5;17.6;0.0
94059;2016-11-09 7:50:00;21.7;80.3;18.2;0.0
94059;2016-11-09 8:00:00;22.3;78.6;18.4;0.0
94059;2016-11-09 8:10:00;22.3;79.7;18.6;0.0
94059;2016-11-09 8:20:00;19.9;78.6;16.1;0.0
94059;2016-11-09 8:30:00;20.3;79.6;16.7;0.0
94059;2016-11-09 8:40:00;20.7;78.5;16.8;0.0
94059;2016-11-09 8:50:00;20.8;78.0;16.8;0.0
94059;2016-11-09 9:00:00;21.5;78.0;17.5;0.0
94059;2016-11-09 9:10:00;21.9;76.2;17.5;0.0
94059;2016-11-09 9:20:00;21.8;74.6;17.1;0.0
94059;2016-11-09 9:30:00;22.0;73.5;17;0.0
94059;2016-11-09 9:40:00;23.8;68.7;17.7;0.0
94059;2016-11-09 9:50:00;23.6;65.6;16.8;0.0
94059;2016-11-09 10:00:00;24.0;68.6;17.9;0.0
94059;2016-11-09 10:10:00;24.5;66.7;17.9;0.0
94059;2016-11-09 10:20:00;24.8;65.4;17.9;0.0
94059;2016-11-09 10:30:00;24.9;65.2;17.9;0.0
94059;2016-11-09 10:40:00;24.8;63.8;17.5;0.0
94059;2016-11-09 10:50:00;25.3;62.2;17.5;0.0
94059;2016-11-09 11:00:00;25.9;62.2;18.1;0.0
94059;2016-11-09 11:10:00;25.9;58.8;17.2;0.0
94059;2016-11-09 11:20:00;25.8;59.0;17.2;0.0
94059;2016-11-09 11:30:00;26.4;57.7;17.4;0.0
94059;2016-11-09 11:40:00;26.2;57.3;17.1;0.0
94059;2016-11-09 11:50:00;27.2;56.7;17.9;0.0
94059;2016-11-09 12:00:00;27.5;54.3;17.4;0.0
94059;2016-11-09 12:10:00;26.5;55.5;16.9;0.0
94059;2016-11-09 12:20:00;27.2;54.8;17.3;0.0
94059;2016-11-09 12:30:00;27.7;53.7;17.5;0.0
94059;2016-11-09 12:40:00;27.1;54.5;17.1;0.0
94059;2016-11-09 12:50:00;27.8;51.4;16.9;0.0
94059;2016-11-09 13:00:00;27.8;53.0;17.3;0.0
94059;2016-11-09 13:10:00;27.6;51.7;16.8;0.0
94059;2016-11-09 13:20:00;27.3;51.0;16.3;0.0
94059;2016-11-09 13:30:00;27.4;50.8;16.3;0.0
94059;2016-11-09 13:40:00;27.0;49.8;15.6;0.0
94059;2016-11-09 13:50:00;27.2;49.0;15.6;0.0
94059;2016-11-09 14:00:00;27.9;48.2;15.9;0.0
94059;2016-11-09 14:10:00;28.0;48.0;16;0.0
94059;2016-11-09 14:20:00;28.5;49.0;16.7;0.0
94059;2016-11-09 14:30:00;28.4;48.0;16.3;0.0
94059;2016-11-09 14:40:00;28.5;44.3;15.2;0.0
94059;2016-11-09 14:50:00;28.7;44.8;15.5;0.0
94059;2016-11-09 15:00:00;28.5;44.4;15.2;0.0
94059;2016-11-09 15:10:00;28.4;44.4;15.1;0.0
94059;2016-11-09 15:20:00;28.4;46.1;15.7;0.0
94059;2016-11-09 15:30:00;28.6;47.3;16.3;0.0
94059;2016-11-09 15:40:00;28.6;45.3;15.6;0.0
94059;2016-11-09 15:50:00;28.3;44.2;15;0.0
94059;2016-11-09 16:00:00;28.3;45.4;15.4;0.0
94059;2016-11-09 16:10:00;28.4;42.8;14.5;0.0
94059;2016-11-09 16:20:00;28.6;40.6;13.9;0.0
94059;2016-11-09 16:30:00;28.4;41.3;14;0.0
94059;2016-11-09 16:40:00;28.4;39.6;13.3;0.0
94059;2016-11-09 16:50:00;28.1;37.7;12.3;0.0
94059;2016-11-09 17:00:00;28.2;37.0;12.1;0.0
94059;2016-11-09 17:10:00;27.9;38.3;12.4;0.0
94059;2016-11-09 17:20:00;27.5;36.6;11.4;0.0
94059;2016-11-09 17:30:00;27.5;36.3;11.2;0.0
94059;2016-11-09 17:40:00;27.6;36.3;11.3;0.0
94059;2016-11-09 17:50:00;27.4;35.8;10.9;0.0
94059;2016-11-09 18:00:00;27.4;35.1;10.6;0.0
94059;2016-11-09 18:10:00;27.1;35.4;10.5;0.0
94059;2016-11-09 18:20:00;26.9;36.7;10.9;0.0
94059;2016-11-09 18:30:00;26.6;37.0;10.7;0.0
94059;2016-11-09 18:40:00;26.4;38.7;11.2;0.0
94059;2016-11-09 18:50:00;25.8;41.6;11.8;0.0
94059;2016-11-09 19:00:00;25.7;41.6;11.7;0.0
94059;2016-11-09 19:10:00;25.5;40.5;11.1;0.0
94059;2016-11-09 19:20:00;24.6;44.5;11.7;0.0
94059;2016-11-09 19:30:00;23.7;47.0;11.7;0.0
94059;2016-11-09 19:40:00;23.3;47.3;11.5;0.0
94059;2016-11-09 20:00:00;22.1;51.5;11.6;0.0
94059;2016-11-09 20:10:00;22.4;51.1;11.8;0.0
94059;2016-11-09 20:20:00;21.9;52.9;11.9;0.0
94059;2016-11-09 20:30:00;21.4;54.9;12;0.0
94059;2016-11-09 20:40:00;20.9;57.0;12.1;0.0
94059;2016-11-09 20:50:00;20.7;57.7;12.1;0.0
94059;2016-11-09 21:00:00;20.4;58.7;12;0.0
94059;2016-11-09 21:10:00;20.3;58.6;11.9;0.0
94059;2016-11-09 21:20:00;19.8;61.8;12.3;0.0
94059;2016-11-09 21:30:00;19.3;63.6;12.2;0.0
94059;2016-11-09 21:40:00;19.0;64.9;12.3;0.0
94059;2016-11-09 21:50:00;18.9;65.8;12.4;0.0
94059;2016-11-09 22:00:00;18.6;66.8;12.3;0.0
94059;2016-11-09 22:10:00;18.7;66.2;12.3;0.0
94059;2016-11-09 22:20:00;18.6;67.2;12.4;0.0
94059;2016-11-09 22:30:00;18.2;70.2;12.7;0.0
94059;2016-11-09 22:40:00;18.0;69.9;12.4;0.0
94059;2016-11-09 22:50:00;17.6;71.2;12.3;0.0
94059;2016-11-09 23:00:00;17.4;73.0;12.5;0.0
94059;2016-11-09 23:10:00;17.4;73.5;12.6;0.0
94059;2016-11-09 23:20:00;17.2;74.1;12.5;0.0
94059;2016-11-09 23:30:00;16.9;75.0;12.4;0.0
94059;2016-11-09 23:40:00;16.6;76.7;12.5;0.0
94059;2016-11-09 23:50:00;16.5;77.1;12.5;0.0
94059;2016-11-10 0:00:00;16.6;77.4;12.6;0.0
94059;2016-11-10 0:10:00;16.5;77.5;12.6;0.0
94059;2016-11-10 0:20:00;16.4;78.2;12.6;0.0
94059;2016-11-10 0:30:00;16.5;78.1;12.7;0.0
94059;2016-11-10 0:40:00;16.3;78.6;12.6;0.0
94059;2016-11-10 0:50:00;16.4;78.5;12.7;0.0
94059;2016-11-10 1:00:00;16.3;79.3;12.7;0.0
94059;2016-11-10 1:10:00;15.9;80.1;12.5;0.0
94059;2016-11-10 1:20:00;15.8;80.6;12.5;0.0
94059;2016-11-10 1:30:00;16.4;78.5;12.7;0.0
94059;2016-11-10 1:40:00;16.0;79.0;12.4;0.0
94059;2016-11-10 1:50:00;15.8;81.3;12.6;0.0
94059;2016-11-10 2:00:00;15.8;79.6;12.3;0.0
94059;2016-11-10 2:10:00;15.5;80.0;12.1;0.0
94059;2016-11-10 2:20:00;15.8;79.6;12.3;0.0
94059;2016-11-10 2:30:00;15.2;80.6;11.9;0.0
94059;2016-11-10 2:40:00;16.1;77.4;12.1;0.0
94059;2016-11-10 2:50:00;15.2;81.0;12;0.0
94059;2016-11-10 3:00:00;15.1;81.9;12;0.0
94059;2016-11-10 3:10:00;14.7;82.7;11.8;0.0
94059;2016-11-10 3:20:00;14.8;83.3;12;0.0
94059;2016-11-10 3:30:00;14.8;83.2;12;0.0
94059;2016-11-10 3:40:00;14.8;83.0;11.9;0.0
94059;2016-11-10 3:50:00;14.8;83.8;12.1;0.0
94059;2016-11-10 4:00:00;15.0;83.1;12.2;0.0
94059;2016-11-10 4:10:00;15.4;82.2;12.4;0.0
94059;2016-11-10 4:20:00;15.4;82.2;12.4;0.0
94059;2016-11-10 4:30:00;15.4;82.3;12.4;0.0
94059;2016-11-10 4:40:00;15.2;83.7;12.5;0.0
94059;2016-11-10 4:50:00;15.1;84.0;12.4;0.0
94059;2016-11-10 5:00:00;14.8;84.8;12.3;0.0
94059;2016-11-10 5:10:00;14.6;86.1;12.3;0.0
94059;2016-11-10 5:20:00;15.1;84.5;12.5;0.0
94059;2016-11-10 5:30:00;15.2;84.0;12.5;0.0
94059;2016-11-10 5:40:00;14.9;85.1;12.4;0.0
94059;2016-11-10 5:50:00;15.1;85.1;12.6;0.0
94059;2016-11-10 6:00:00;15.6;82.3;12.6;0.0
94059;2016-11-10 6:10:00;15.4;83.1;12.5;0.0
94059;2016-11-10 6:20:00;15.6;83.3;12.8;0.0
94059;2016-11-10 6:30:00;15.8;83.4;13;0.0
94059;2016-11-10 6:40:00;15.6;84.6;13;0.0
94059;2016-11-10 6:50:00;15.8;84.7;13.2;0.0
94059;2016-11-10 7:00:00;16.0;83.4;13.2;0.4
94059;2016-11-10 7:10:00;16.0;84.2;13.3;0.0
94059;2016-11-10 7:20:00;16.3;83.2;13.4;0.0
94059;2016-11-10 7:30:00;16.5;82.2;13.5;0.0
94059;2016-11-10 7:40:00;16.7;81.7;13.6;0.0
94059;2016-11-10 7:50:00;17.1;80.2;13.7;0.0
94059;2016-11-10 8:00:00;17.5;77.9;13.6;0.0
94059;2016-11-10 8:10:00;17.6;76.8;13.5;0.0
94059;2016-11-10 8:20:00;18.0;75.6;13.6;0.0
94059;2016-11-10 8:30:00;18.8;73.2;13.9;0.0
94059;2016-11-10 8:40:00;19.3;71.9;14.1;0.0
94059;2016-11-10 8:50:00;19.7;70.3;14.1;0.0
94059;2016-11-10 9:00:00;20.1;69.1;14.3;0.0
94059;2016-11-10 9:10:00;20.4;67.4;14.2;0.0
94059;2016-11-10 9:20:00;21.5;64.2;14.5;0.0
94059;2016-11-10 9:30:00;21.7;60.4;13.7;0.0
94059;2016-11-10 9:40:00;22.4;56.7;13.4;0.0
94059;2016-11-10 9:50:00;22.7;56.1;13.5;0.0
94059;2016-11-10 10:00:00;22.9;54.8;13.3;0.0
94059;2016-11-10 10:10:00;23.4;54.9;13.8;0.0
94059;2016-11-10 10:20:00;23.7;53.7;13.8;0.0
94059;2016-11-10 10:30:00;23.9;53.3;13.8;0.0
94059;2016-11-10 10:40:00;24.5;54.1;14.6;0.0
94059;2016-11-10 10:50:00;25.0;53.8;15;0.0
94059;2016-11-10 11:00:00;25.4;55.9;16;0.0
94059;2016-11-10 11:10:00;25.5;55.3;15.9;0.0
94059;2016-11-10 11:20:00;25.9;55.4;16.3;0.0
94059;2016-11-10 11:30:00;26.3;55.7;16.7;0.0
94059;2016-11-10 11:40:00;26.1;55.5;16.5;0.0
94059;2016-11-10 11:50:00;26.6;56.0;17.1;0.0
94059;2016-11-10 12:00:00;27.0;55.5;17.3;0.0
94059;2016-11-10 12:10:00;26.1;59.0;17.5;0.0
94059;2016-11-10 12:20:00;26.8;58.2;17.9;0.0
94059;2016-11-10 12:30:00;27.5;55.8;17.9;0.0
94059;2016-11-10 12:40:00;27.7;55.8;18.1;0.0
94059;2016-11-10 12:50:00;29.1;54.0;18.8;0.0
94059;2016-11-10 13:00:00;28.8;53.7;18.5;0.0
94059;2016-11-10 13:10:00;28.9;54.7;18.9;0.0
94059;2016-11-10 13:20:00;28.7;54.8;18.7;0.0
94059;2016-11-10 13:30:00;29.2;54.0;18.9;0.0
94059;2016-11-10 13:40:00;29.6;52.6;18.9;0.0
94059;2016-11-10 13:50:00;29.2;53.3;18.7;0.0
94059;2016-11-10 14:00:00;29.8;52.1;18.9;0.0
94059;2016-11-10 14:10:00;30.1;52.5;19.3;0.0
94059;2016-11-10 14:20:00;30.8;51.1;19.5;0.0
94059;2016-11-10 14:30:00;31.4;49.7;19.6;0.0
94059;2016-11-10 14:40:00;31.4;48.0;19.1;0.0
94059;2016-11-10 14:50:00;31.4;49.0;19.4;0.0
94059;2016-11-10 15:00:00;31.2;49.9;19.5;0.0
94059;2016-11-10 15:10:00;31.6;48.8;19.5;0.0
94059;2016-11-10 15:20:00;31.6;48.5;19.4;0.0
94059;2016-11-10 15:30:00;31.5;49.8;19.7;0.0
94059;2016-11-10 15:40:00;31.8;48.6;19.6;0.0
94059;2016-11-10 15:50:00;31.7;48.8;19.6;0.0
94059;2016-11-10 16:00:00;31.8;48.5;19.6;0.0
94059;2016-11-10 16:10:00;31.7;48.8;19.6;0.0
94059;2016-11-10 16:20:00;31.5;49.1;19.5;0.0
94059;2016-11-10 16:30:00;32.0;49.4;20.1;0.0
94059;2016-11-10 16:40:00;31.8;49.9;20.1;0.0
94059;2016-11-10 16:50:00;31.7;50.4;20.1;0.0
94059;2016-11-10 17:00:00;31.8;49.6;20;0.0
94059;2016-11-10 17:10:00;32.0;49.1;20;0.0
94059;2016-11-10 17:20:00;32.5;48.3;20.2;0.0
94059;2016-11-10 17:30:00;32.8;48.5;20.5;0.0
94059;2016-11-10 17:40:00;25.2;57.0;16.1;0.0
94059;2016-11-10 17:50:00;24.7;64.4;17.5;0.0
94059;2016-11-10 18:00:00;24.3;70.7;18.6;0.0
94059;2016-11-10 18:10:00;23.9;73.4;18.9;0.0
94059;2016-11-10 18:20:00;23.1;73.9;18.2;0.0
94059;2016-11-10 18:30:00;23.1;71.6;17.7;0.0
94059;2016-11-10 18:40:00;23.1;72.8;18;0.0
94059;2016-11-10 18:50:00;23.3;72.5;18.1;0.0
94059;2016-11-10 19:00:00;23.4;73.3;18.3;0.0
94059;2016-11-10 19:10:00;23.6;71.4;18.1;0.0
94059;2016-11-10 19:20:00;23.5;70.4;17.8;0.0
94059;2016-11-10 19:30:00;22.8;72.1;17.5;0.0
94059;2016-11-10 19:40:00;22.4;72.2;17.1;0.0
94059;2016-11-10 19:50:00;22.1;74.7;17.4;0.0
94059;2016-11-10 20:00:00;22.0;77.1;17.8;0.0
94059;2016-11-10 20:10:00;21.9;78.0;17.9;0.0
94059;2016-11-10 20:20:00;22.0;77.5;17.9;0.0
94059;2016-11-10 20:30:00;22.0;77.3;17.8;0.0
94059;2016-11-10 20:40:00;21.8;77.6;17.7;0.0
94059;2016-11-10 20:50:00;21.4;79.0;17.6;0.0
94059;2016-11-10 21:00:00;21.2;80.2;17.7;0.0
94059;2016-11-10 21:10:00;21.3;80.7;17.8;0.0
94059;2016-11-10 21:20:00;21.2;81.2;17.8;0.0
94059;2016-11-10 21:30:00;21.1;80.7;17.7;0.0
94059;2016-11-10 21:40:00;21.1;79.6;17.4;0.0
94059;2016-11-10 21:50:00;21.2;78.8;17.4;0.0
94059;2016-11-10 22:00:00;21.1;78.9;17.3;0.0
94059;2016-11-10 22:10:00;21.0;78.9;17.2;0.0
94059;2016-11-10 22:20:00;20.9;78.8;17.1;0.0
94059;2016-11-10 22:30:00;20.7;78.1;16.7;0.0
94059;2016-11-10 22:40:00;20.4;78.4;16.5;0.0
94059;2016-11-10 22:50:00;19.9;79.8;16.3;0.0
94059;2016-11-10 23:00:00;19.6;81.0;16.3;0.0
94059;2016-11-10 23:10:00;19.3;81.8;16.1;0.0
94059;2016-11-10 23:20:00;19.2;82.6;16.2;0.0
94059;2016-11-10 23:30:00;19.7;80.9;16.3;0.0
94059;2016-11-10 23:40:00;20.2;72.5;15.1;0.0
94059;2016-11-10 23:50:00;19.7;71.8;14.5;0.0
94059;2016-11-11 0:00:00;19.4;71.6;14.1;0.0
94059;2016-11-11 0:10:00;19.3;70.4;13.8;0.0
94059;2016-11-11 0:20:00;19.1;69.6;13.4;0.0
94059;2016-11-11 0:30:00;19.0;68.5;13.1;0.0
94059;2016-11-11 0:40:00;18.6;68.5;12.7;0.0
94059;2016-11-11 0:50:00;18.6;67.7;12.5;0.0
94059;2016-11-11 1:00:00;18.3;67.3;12.1;0.0
94059;2016-11-11 1:10:00;18.2;66.9;12;0.0
94059;2016-11-11 1:20:00;18.0;66.5;11.7;0.0
94059;2016-11-11 1:30:00;18.0;66.1;11.6;0.0
94059;2016-11-11 1:40:00;18.2;64.5;11.4;0.0
94059;2016-11-11 1:50:00;18.4;62.7;11.2;0.0
94059;2016-11-11 2:00:00;18.5;62.0;11.1;0.0
94059;2016-11-11 2:10:00;18.6;61.3;11;0.0
94059;2016-11-11 2:20:00;18.6;60.4;10.8;0.0
94059;2016-11-11 2:30:00;18.6;59.7;10.6;0.0
94059;2016-11-11 2:40:00;18.2;59.5;10.2;0.0
94059;2016-11-11 2:50:00;17.9;60.6;10.2;0.0
94059;2016-11-11 3:00:00;17.9;60.5;10.2;0.0
94059;2016-11-11 3:10:00;17.6;62.0;10.2;0.0
94059;2016-11-11 3:20:00;17.6;61.4;10.1;0.0
94059;2016-11-11 3:30:00;17.5;61.5;10;0.0
94059;2016-11-11 3:40:00;17.4;62.5;10.2;0.0
94059;2016-11-11 3:50:00;17.1;63.5;10.1;0.0
94059;2016-11-11 4:00:00;16.9;63.4;9.9;0.0
94059;2016-11-11 4:10:00;16.6;64.6;9.9;0.0
94059;2016-11-11 4:20:00;16.4;64.2;9.6;0.0
94059;2016-11-11 4:30:00;16.0;64.7;9.4;0.0
94059;2016-11-11 4:40:00;16.2;63.8;9.3;0.0
94059;2016-11-11 4:50:00;16.1;64.1;9.3;0.0
94059;2016-11-11 5:00:00;15.9;64.8;9.3;0.0
94059;2016-11-11 5:10:00;15.6;66.1;9.3;0.0
94059;2016-11-11 5:20:00;15.2;67.6;9.3;0.0
94059;2016-11-11 5:30:00;15.0;68.9;9.3;0.0
94059;2016-11-11 5:40:00;15.0;70.2;9.6;0.0
94059;2016-11-11 5:50:00;15.1;69.1;9.5;0.0
94059;2016-11-11 6:00:00;14.8;70.1;9.4;0.0
94059;2016-11-11 6:10:00;14.9;70.6;9.6;0.0
94059;2016-11-11 6:20:00;14.4;72.7;9.6;0.0
94059;2016-11-11 6:30:00;14.7;71.3;9.6;0.0
94059;2016-11-11 6:40:00;14.4;73.1;9.6;0.0
94059;2016-11-11 6:50:00;14.6;72.8;9.8;0.0
94059;2016-11-11 7:00:00;14.9;70.7;9.6;0.0
94059;2016-11-11 7:10:00;15.0;70.5;9.7;0.0
94059;2016-11-11 7:20:00;14.9;72.5;10;0.0
94059;2016-11-11 7:30:00;15.0;72.8;10.2;0.0
94059;2016-11-11 7:40:00;15.0;72.7;10.1;0.0
94059;2016-11-11 7:50:00;15.0;72.4;10.1;0.0
94059;2016-11-11 8:00:00;15.1;73.0;10.3;0.0
94059;2016-11-11 8:10:00;15.1;74.0;10.5;0.0
94059;2016-11-11 8:20:00;15.7;73.5;11;0.0
94059;2016-11-11 8:30:00;17.2;70.5;11.8;0.0
94059;2016-11-11 8:40:00;17.9;63.2;10.8;0.0
94059;2016-11-11 8:50:00;18.4;59.1;10.3;0.0
94059;2016-11-11 9:00:00;18.9;52.9;9.1;0.0
94059;2016-11-11 9:10:00;18.7;52.4;8.8;0.0
94059;2016-11-11 9:20:00;19.7;50.0;9;0.0
94059;2016-11-11 9:30:00;20.1;48.3;8.8;0.0
94059;2016-11-11 9:40:00;20.6;47.3;9;0.0
94059;2016-11-11 9:50:00;20.7;45.0;8.4;0.0
94059;2016-11-11 10:00:00;21.6;42.8;8.4;0.0
94059;2016-11-11 10:10:00;22.3;43.6;9.3;0.0
94059;2016-11-11 10:20:00;22.4;42.7;9.1;0.0
94059;2016-11-11 10:30:00;22.9;40.6;8.8;0.0
94059;2016-11-11 10:40:00;23.7;41.7;9.9;0.0
94059;2016-11-11 10:50:00;23.1;39.1;8.4;0.0
94059;2016-11-11 11:00:00;23.3;39.5;8.8;0.0
94059;2016-11-11 11:10:00;23.9;39.1;9.1;0.0
94059;2016-11-11 11:20:00;24.3;37.6;8.9;0.0
94059;2016-11-11 11:30:00;24.7;36.3;8.8;0.0
94059;2016-11-11 11:40:00;25.5;32.9;8;0.0
94059;2016-11-11 11:50:00;25.9;31.9;7.9;0.0
94059;2016-11-11 12:00:00;26.0;32.1;8.1;0.0
